group_id,treatment,period,employer_id,employee_id,employee_rating,employee_avg_effort,employee_history,contract_type,contract_full,requested_effort,wage,actual_effort,rejected,employer_profit,employee_profit,effort_gap,effort_compliance,total_surplus,employee_share,employee_rating_num
4,screening,5,7,8,MEDIUM,,"5,5,5,5",limited,0,5,26,4,0,-10,22,-1,0,12,1.8333333333333333,2.0
4,screening,5,8,2,LOW,,"5,4,4,4",limited,0,4,25,4,0,-9,21,0,1,12,1.75,1.0
4,screening,5,9,4,MEDIUM,,"4,6,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,6,1,2,LOW,,"5,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,6,2,9,MEDIUM,,"6,6,6,7,7",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,2.0
4,screening,6,3,5,HIGH,,"7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,6,4,1,MEDIUM,,"4,6,6,6,6",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,6,5,4,MEDIUM,,"4,6,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,6,6,7,LOW,,"4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,6,7,8,LOW,,"5,5,5,5,4",limited,0,5,26,5,0,-6,21,0,1,15,1.4,1.0
4,screening,6,8,6,MEDIUM,,"6,6,7,7,5",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,6,9,3,HIGH,,"7,8,8,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,7,1,5,HIGH,,"7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,7,2,8,LOW,,"5,5,5,5,4,5",full,1,7,30,5,0,-5,25,-2,0,20,1.25,1.0
4,screening,7,3,2,LOW,,"5,4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,7,4,9,MEDIUM,,"6,6,6,7,7,4",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,7,5,3,HIGH,,"7,8,8,8,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,7,6,1,MEDIUM,,"4,6,6,6,6,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,7,7,4,MEDIUM,,"4,6,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,7,8,6,MEDIUM,,"6,6,7,7,5,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,7,9,7,LOW,,"4,4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,8,1,6,MEDIUM,,"6,6,7,7,5,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,8,2,3,HIGH,,"7,8,8,8,8,8,8",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,3.0
4,screening,8,3,1,MEDIUM,,"4,6,6,6,6,7,7",full,1,8,32,8,0,8,24,0,1,32,0.75,2.0
4,screening,8,4,7,LOW,,"4,4,4,4,4,4,4",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,1.0
4,screening,8,5,9,MEDIUM,,"6,6,6,7,7,4,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,8,6,8,LOW,,"5,5,5,5,4,5",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,8,7,4,MEDIUM,,"4,6,5,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,8,8,2,LOW,,"5,4,4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,8,9,5,HIGH,,"7,7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,9,1,8,LOW,,"5,5,5,5,4,5,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,9,2,2,LOW,,"5,4,4,4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,9,3,6,MEDIUM,,"6,6,7,7,5,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,9,4,9,MEDIUM,,"6,6,6,7,7,4,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,9,5,4,MEDIUM,,"4,6,5,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,9,6,7,LOW,,"4,4,4,4,4,4,4,7",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,9,7,1,MEDIUM,,"4,6,6,6,6,7,7,8",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,9,8,3,HIGH,,"7,8,8,8,8,8,6",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,9,9,5,HIGH,,"7,7,7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,10,1,3,HIGH,,"7,8,8,8,8,8,6,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,10,2,1,MEDIUM,,"4,6,6,6,6,7,7,8,7",full,1,8,32,7,0,3,25,-1,0,28,0.8928571428571429,2.0
4,screening,10,3,9,MEDIUM,,"6,6,6,7,7,4,6,6",full,1,7,30,8,0,10,22,1,1,32,0.6875,2.0
4,screening,10,4,8,LOW,,"5,5,5,5,4,5,4,4",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,1.0
4,screening,10,5,6,MEDIUM,,"6,6,7,7,5,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,10,6,5,HIGH,,"7,7,7,7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,10,7,2,LOW,,"5,4,4,4,4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,10,8,7,LOW,,"4,4,4,4,4,4,4,7",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,10,9,4,MEDIUM,,"4,6,5,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,11,1,9,MEDIUM,,"6,6,6,7,7,4,6,6,8",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,11,2,5,HIGH,,"7,7,7,7,7,7,7,7,7",limited,0,6,27,7,0,1,20,1,1,21,0.9523809523809523,3.0
4,screening,11,3,8,LOW,,"5,5,5,5,4,5,4,4,6",full,1,7,30,4,0,-10,26,-3,0,16,1.625,1.0
4,screening,11,4,3,HIGH,,"7,8,8,8,8,8,6,8",limited,0,4,24,8,0,8,16,4,1,24,0.6666666666666666,3.0
4,screening,11,5,6,MEDIUM,,"6,6,7,7,5,6,6,6",full,1,8,32,6,0,-2,26,-2,0,24,1.0833333333333333,2.0
4,screening,11,6,1,MEDIUM,,"4,6,6,6,6,7,7,8,7",limited,0,6,27,7,0,1,20,1,1,21,0.9523809523809523,2.0
4,screening,11,7,4,MEDIUM,,"4,6,5,5,5,5,5,5",full,1,7,30,5,0,-5,25,-2,0,20,1.25,2.0
4,screening,11,8,2,LOW,,"5,4,4,4,4,4,4,4",limited,0,5,26,5,0,-6,21,0,1,15,1.4,1.0
4,screening,11,9,7,LOW,,"4,4,4,4,4,4,4,7,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,12,1,4,MEDIUM,,"4,6,5,5,5,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,12,2,9,MEDIUM,,"6,6,6,7,7,4,6,6,8,6",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,12,3,1,MEDIUM,,"4,6,6,6,6,7,7,8,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,12,4,5,HIGH,,"7,7,7,7,7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,12,5,2,LOW,,"5,4,4,4,4,4,4,4,5",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,12,6,6,MEDIUM,,"6,6,7,7,5,6,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,12,7,8,LOW,,"5,5,5,5,4,5,4,4,6,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,12,8,7,LOW,,"4,4,4,4,4,4,4,7,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,12,9,3,HIGH,,"7,8,8,8,8,8,6,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,13,1,5,HIGH,,"7,7,7,7,7,7,7,7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,13,2,3,HIGH,,"7,8,8,8,8,8,6,8,8,8",full,1,7,30,8,0,10,22,1,1,32,0.6875,3.0
4,screening,13,3,7,LOW,,"4,4,4,4,4,4,4,7,4,4",full,1,8,32,7,0,3,25,-1,0,28,0.8928571428571429,1.0
4,screening,13,4,1,MEDIUM,,"4,6,6,6,6,7,7,8,7,7",full,1,7,30,6,0,0,24,-1,0,24,1.0,2.0
4,screening,13,5,9,MEDIUM,,"6,6,6,7,7,4,6,6,8,5",limited,0,6,27,4,0,-11,23,-2,0,12,1.9166666666666667,2.0
4,screening,13,6,2,LOW,,"5,4,4,4,4,4,4,4,5,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,13,7,8,LOW,,"5,5,5,5,4,5,4,4,6,4",limited,0,4,24,5,0,-4,19,1,1,15,1.2666666666666666,1.0
4,screening,13,8,4,MEDIUM,,"4,6,5,5,5,5,5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,13,9,6,MEDIUM,,"6,6,7,7,5,6,6,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,14,1,7,LOW,,"4,4,4,4,4,4,4,7,4,4,7",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,14,2,4,MEDIUM,,"4,6,5,5,5,5,5,5,5,5,5",limited,0,4,24,5,0,-4,19,1,1,15,1.2666666666666666,2.0
4,screening,14,3,9,MEDIUM,,"6,6,6,7,7,4,6,6,8,5,4",limited,0,5,26,6,0,-2,20,1,1,18,1.1111111111111112,2.0
4,screening,14,4,1,MEDIUM,,"4,6,6,6,6,7,7,8,7,7,6",limited,0,6,27,7,0,1,20,1,1,21,0.9523809523809523,2.0
4,screening,14,5,5,HIGH,,"7,7,7,7,7,7,7,7,7,7,7",full,1,7,30,8,0,10,22,1,1,32,0.6875,3.0
4,screening,14,6,3,HIGH,,"7,8,8,8,8,8,6,8,8,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,14,7,8,LOW,,"5,5,5,5,4,5,4,4,6,4,5",full,1,8,32,5,0,-7,27,-3,0,20,1.35,1.0
4,screening,14,8,2,LOW,,"5,4,4,4,4,4,4,4,5,4,4",limited,0,5,26,5,0,-6,21,0,1,15,1.4,1.0
4,screening,14,9,6,MEDIUM,,"6,6,7,7,5,6,6,6,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,15,1,8,LOW,,"5,5,5,5,4,5,4,4,6,4,5,5",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,15,2,5,HIGH,,"7,7,7,7,7,7,7,7,7,7,8",limited,0,4,24,8,0,8,16,4,1,24,0.6666666666666666,3.0
4,screening,15,3,3,HIGH,,"7,8,8,8,8,8,6,8,8,8,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,15,4,2,LOW,,"5,4,4,4,4,4,4,4,5,4,5",full,1,8,32,4,0,-12,28,-4,0,16,1.75,1.0
4,screening,15,5,7,LOW,,"4,4,4,4,4,4,4,7,4,4,7",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,15,6,1,MEDIUM,,"4,6,6,6,6,7,7,8,7,7,6,7",limited,0,4,24,6,0,0,18,2,1,18,1.0,2.0
4,screening,15,7,9,MEDIUM,,"6,6,6,7,7,4,6,6,8,5,6",limited,0,6,27,4,0,-11,23,-2,0,12,1.9166666666666667,2.0
4,screening,15,8,6,MEDIUM,,"6,6,7,7,5,6,6,6,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,15,9,4,MEDIUM,,"4,6,5,5,5,5,5,5,5,5,5",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
